,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
STAT2,4.75551438687026e-10,0.556499726042942,0.26,0.057,9.95804712610633e-06,10,STAT2
TRIM22,1.40428733801908e-09,1.18040845402873,0.48,0.17,2.94057768581196e-05,10,TRIM22
GBP1,6.54935487986637e-09,2.46398630976645,0.3,0.082,0.000137143491184402,10,GBP1
PARP14,1.94580207159148e-08,0.850068007691097,0.36,0.113,0.000407450953791256,10,PARP14
SELL2,9.45004622189666e-08,0.282020715003997,0.6,0.277,0.00197883967886516,10,SELL
SAMD91,1.07534661338269e-07,1.0773386328017,0.44,0.167,0.00225177580842335,10,SAMD9
ADAR1,2.39309589825339e-07,0.871737334405375,0.52,0.243,0.00501114281094259,10,ADAR
DRAP12,2.44091365261451e-07,1.81017656387015,0.68,0.367,0.00511127318857478,10,DRAP1
TRANK1,2.58731273164466e-07,0.553290457283617,0.3,0.092,0.00541783286006392,10,TRANK1
SLFN5,6.25658099259198e-07,1.29593389140777,0.64,0.363,0.0131012805984876,10,SLFN5
TNFSF10,1.15553889941098e-06,1.34418502207288,0.28,0.09,0.024196984553666,10,TNFSF10
TRIM38,1.70836848391128e-06,0.529092871339151,0.34,0.122,0.0357732360531023,10,TRIM38
SP110,1.9079545268306e-06,2.13175537525767,0.5,0.237,0.0399525677918327,10,SP110
BST23,6.24442668474098e-06,0.999985589256003,0.56,0.283,0.130758294778476,10,BST2
ABRAXAS1,9.42859282022257e-06,0.28782024830787,0.26,0.084,0.197434733655461,10,ABRAXAS1
PSMB81,3.5519881857056e-05,0.416709544828879,0.6,0.351,0.743786326086752,10,PSMB8
MAP3K1,5.37131763169109e-05,0.374944783462462,0.28,0.105,1,10,MAP3K1
SMCHD11,7.34206916991428e-05,4.72605018269043,0.66,0.437,1,10,SMCHD1
GBP4,0.000185050424026001,0.28922663925053,0.26,0.103,1,10,GBP4
TECR,0.000196980284877874,0.325679574670134,0.4,0.19,1,10,TECR
XRN1,0.000248866886124772,0.631312876402739,0.38,0.187,1,10,XRN1
RBCK1,0.000356532266351717,1.00754991794154,0.36,0.18,1,10,RBCK1
PPM1K,0.000394512648175399,1.23575613648817,0.3,0.136,1,10,PPM1K
CD28,0.000470065861004216,0.550250586194208,0.28,0.119,1,10,CD28
MT2A2,0.000561738410172045,2.887727469626,0.36,0.188,1,10,MT2A
USP48,0.00058966408974172,0.28488218741613,0.26,0.107,1,10,USP48
KAT6A,0.000640270066079418,0.595655719006792,0.38,0.204,1,10,KAT6A
IRF91,0.00101258283251114,0.29369798632255,0.38,0.206,1,10,IRF9
PPP1R21,0.00102257224051477,0.333787403749333,0.6,0.378,1,10,PPP1R2
RNASET21,0.00103169046659365,0.489421590357751,0.54,0.323,1,10,RNASET2
KANSL12,0.00130142902836106,0.737098000831097,0.42,0.241,1,10,KANSL1
BIRC31,0.00135968334269945,0.659767743507651,0.36,0.18,1,10,BIRC3
PAK21,0.00220910025465611,1.94429560888724,0.56,0.364,1,10,PAK2
UBE2L6,0.00298017375183614,1.02892991181809,0.28,0.139,1,10,UBE2L6
IFITM12,0.00312080796186903,1.22962899809511,0.4,0.234,1,10,IFITM1
PSME23,0.00336591860200978,1.19143675275731,0.56,0.388,1,10,PSME2
ACAP21,0.00375646702456946,1.22121024102377,0.38,0.217,1,10,ACAP2
NUB1,0.0042087608932211,0.857554893264467,0.36,0.201,1,10,NUB1
TCF73,0.00443077166531481,1.14931428556694,0.58,0.405,1,10,TCF7
TMEM1232,0.00745014345764264,3.0847318942753,0.52,0.362,1,10,TMEM123
EID14,0.00755792482875648,0.430976903504535,0.6,0.437,1,10,EID1
RCAN31,0.00774677579417994,0.264417614592035,0.52,0.356,1,10,RCAN3
PPA13,0.00820849847458106,0.407754010594687,0.38,0.225,1,10,PPA1
VDAC1,0.00951974599509212,0.287755752941564,0.26,0.135,1,10,VDAC1
LRRK2,0,1.35642426633551,0.458,0.001,0,11,LRRK2
SLC8A1,0,1.15221603230846,0.292,0.001,0,11,SLC8A1
CREB5,0,0.514668820493278,0.25,0,0,11,CREB5
CSF3R,9.28868164987891e-298,3.21347483281346,0.458,0.003,1.94504993748464e-293,11,CSF3R
VCAN,8.83417425773155e-208,6.77634457610118,0.542,0.006,1.84987608956899e-203,11,VCAN
DMXL2,8.23727724964588e-151,4.18909282424156,0.458,0.006,1.72488585607585e-146,11,DMXL2
TNFAIP2,1.41803815399781e-134,1.33481872273804,0.25,0.002,2.96937189447142e-130,11,TNFAIP2
CD36,1.50608444934381e-134,1.2263999989889,0.25,0.002,3.15374083692594e-130,11,CD36
MNDA,1.08299322045324e-91,3.2575549754735,0.333,0.006,2.26778780362907e-87,11,MNDA
SPI1,4.00027247249209e-91,1.17756994088601,0.417,0.009,8.37657055739844e-87,11,SPI1
PHACTR1,9.34187786160983e-89,1.2228153999276,0.25,0.003,1.9561892242211e-84,11,PHACTR1
IL1B,2.36941427002067e-86,4.44754314736409,0.292,0.005,4.96155348142329e-82,11,IL1B
LILRB3,2.98424746424266e-85,0.691339885906949,0.25,0.003,6.24901419012413e-81,11,LILRB3
IFI30,2.5459822793703e-81,5.55798337899664,0.583,0.021,5.33128689300142e-77,11,IFI30
PLAUR,6.64598150267611e-81,1.66751503543692,0.333,0.007,1.39166852666038e-76,11,PLAUR
SLC11A1,2.64337333066223e-77,3.03705787276101,0.417,0.011,5.5352237544067e-73,11,SLC11A1
NCF2,1.69594584608755e-70,3.36016847037117,0.25,0.004,3.55131060170733e-66,11,NCF2
LRP1,2.62506471133283e-70,0.68885104914422,0.25,0.004,5.49688550553094e-66,11,LRP1
FCN1,1.32168247060822e-69,3.53029303661631,0.542,0.021,2.76760309345361e-65,11,FCN1
MS4A6A,1.85010322220287e-68,1.32710645646737,0.375,0.01,3.87411614729282e-64,11,MS4A6A
SYK,2.15845448060213e-63,1.87807680727317,0.333,0.008,4.51980368238087e-59,11,SYK
CD302,5.44686231869202e-56,1.09174000531992,0.25,0.005,1.14057296953411e-51,11,CD302
LYZ,3.8784707036999e-45,18.8363862862386,0.708,0.057,8.12151765354759e-41,11,LYZ
GAS7,1.99315535187323e-40,1.01416937356204,0.417,0.021,4.17366730682255e-36,11,GAS7
EMILIN2,4.67941813056702e-39,0.890805575333337,0.292,0.011,9.79870156540734e-35,11,EMILIN2
SLC31A2,9.91641228110231e-36,1.24378398925032,0.292,0.012,2.07649673166282e-31,11,SLC31A2
RASSF4,4.05160415906415e-31,1.90297643130371,0.333,0.018,8.48405910908033e-27,11,RASSF4
SH3BP2,4.17154403982565e-31,0.921283490593378,0.5,0.039,8.73521321939491e-27,11,SH3BP2
HLA-DMB,7.99618477700252e-27,1.8967853456875,0.292,0.016,1.67440109230433e-22,11,HLA-DMB
S100A9,1.65992729115733e-24,68.1108677738039,0.75,0.122,3.47588774768344e-20,11,S100A9
FAM91A1,4.83494926668247e-24,0.720234387265591,0.458,0.041,1.01243837644331e-19,11,FAM91A1
TYMP,1.65432902767613e-22,2.29472779688609,0.458,0.046,3.46416498395383e-18,11,TYMP
ITGAX1,8.97598170584273e-22,2.80356098385282,0.292,0.019,1.87957056920347e-17,11,ITGAX
Z83843.1,3.55459874544283e-20,0.474178204203784,0.25,0.015,7.44332977295728e-16,11,Z83843.1
CLPB,5.53377190696285e-19,0.470909938575131,0.25,0.016,1.15877183731802e-14,11,CLPB
CFD,1.74139113603508e-17,1.55468137487863,0.25,0.018,3.64647303885746e-13,11,CFD
HLA-DRA,2.90076455286771e-17,2.96224384261129,0.5,0.069,6.07420097370499e-13,11,HLA-DRA
APOBR,4.17321795955753e-17,0.553117610024717,0.333,0.031,8.73871840731347e-13,11,APOBR
NEAT1,7.75479402332537e-17,19.2422236580795,1,0.495,1.62385386848433e-12,11,NEAT1
DUSP6,7.25802941515394e-16,0.637390230246145,0.25,0.02,1.51983135953323e-11,11,DUSP6
SUSD6,1.40321842705572e-15,0.693163930475829,0.292,0.027,2.93833938625468e-11,11,SUSD6
CCDC88A,2.33774606656364e-15,0.851314574101369,0.333,0.035,4.89524026338427e-11,11,CCDC88A
LYST1,2.30167115852734e-14,1.83375818068876,0.542,0.097,4.81969940595625e-10,11,LYST
CST3,2.6323339268518e-14,17.5561232936202,0.375,0.05,5.51210724282768e-10,11,CST3
CEBPD1,3.17409592727683e-14,4.49565733171417,0.417,0.06,6.64655687171769e-10,11,CEBPD
CEP170,4.12667684362474e-14,1.10636363680818,0.375,0.047,8.64126131055021e-10,11,CEP170
CAMKK2,1.71559601613929e-13,0.803236367865977,0.25,0.023,3.59245805779566e-09,11,CAMKK2
RAB11FIP1,2.02649775611889e-13,1.80799486826569,0.542,0.101,4.24348630131296e-09,11,RAB11FIP1
INPP4A,4.50900972894903e-13,0.914607717318612,0.542,0.1,9.44186637241927e-09,11,INPP4A
CTBP2,1.91411382408459e-12,0.612696750893266,0.25,0.025,4.00815434763313e-08,11,CTBP2
TMEM87A,2.07336184260224e-12,1.10731678543306,0.542,0.103,4.3416196984091e-08,11,TMEM87A
FGL2,4.0204578260666e-12,2.94639369042521,0.333,0.045,8.41883868778346e-08,11,FGL2
HLA-DRB5,4.58170777626523e-12,1.22755297714932,0.375,0.055,9.59409608349939e-08,11,HLA-DRB5
SPECC1,9.04400505494153e-12,0.613504917896036,0.25,0.026,1.89381465850476e-07,11,SPECC1
FNDC3B,9.74531236843865e-12,0.510230165148519,0.333,0.044,2.04066840995105e-07,11,FNDC3B
CTC1,1.48599002092189e-11,0.491948652876306,0.292,0.035,3.11166310381043e-07,11,CTC1
GRN,5.87939805459384e-11,0.791320773251987,0.25,0.028,1.23114595263195e-06,11,GRN
SKAP2,8.69163270626261e-11,0.794197693954507,0.333,0.049,1.82002788869139e-06,11,SKAP2
AGO4,1.29136555710816e-10,0.472505531975918,0.292,0.038,2.70411947658449e-06,11,AGO4
MAP3K5,1.39389790344918e-10,0.653213536570113,0.292,0.039,2.91882220982258e-06,11,MAP3K5
TTC7A,2.75828366163115e-10,0.62034269358767,0.25,0.03,5.77584598745563e-06,11,TTC7A
PLEC,3.18228214980493e-10,1.82892616051001,0.458,0.096,6.66369882169152e-06,11,PLEC
HLA-DQB1,4.08095570938543e-10,0.993768786485311,0.417,0.079,8.54552125545308e-06,11,HLA-DQB1
MTG2,4.14585831336968e-10,0.436158818005968,0.25,0.03,8.68142730819611e-06,11,MTG2
IQGAP11,5.64942661178496e-10,2.74663226780246,0.792,0.292,1.18298993250777e-05,11,IQGAP1
PSAP1,6.97535176475582e-10,6.75381232946629,0.583,0.169,1.46063865953987e-05,11,PSAP
AC007952.4,8.10882156691155e-10,1.43388976533948,0.417,0.08,1.69798723611128e-05,11,AC007952.4
SYMPK,9.19377072880276e-10,0.80734978647315,0.292,0.042,1.9251755906113e-05,11,SYMPK
MCL12,9.7685961394751e-10,1.05986121627654,0.833,0.383,2.04554403160609e-05,11,MCL1
NAGK,1.04304633640882e-09,1.04960156973171,0.333,0.053,2.18413902844008e-05,11,NAGK
RASGEF1B,1.3205627384795e-09,1.0152404661164,0.25,0.032,2.76525837437607e-05,11,RASGEF1B
GARS-DT,1.6272757962368e-09,0.798678930620555,0.333,0.055,3.40751551731985e-05,11,GARS-DT
NUMB,1.73640001107198e-09,0.940027045975599,0.333,0.056,3.63602162318472e-05,11,NUMB
HLA-DRB13,1.83823034405686e-09,2.73422617082967,0.542,0.137,3.84925434045507e-05,11,HLA-DRB1
GSAP,2.29630786051217e-09,0.632786486076926,0.292,0.043,4.80846865991248e-05,11,GSAP
ARHGAP26,2.52238822997948e-09,1.66673918694685,0.458,0.105,5.28188095357703e-05,11,ARHGAP26
PLCB2,2.82429976416303e-09,0.470873738609408,0.292,0.043,5.91408370615738e-05,11,PLCB2
HM13,3.12151762706644e-09,0.843899950109417,0.458,0.1,6.53645791107712e-05,11,HM13
RBM5,3.35278881419134e-09,1.26900069858807,0.542,0.138,7.02073977691666e-05,11,RBM5
SIRT7,3.51743966386774e-09,0.843771507166574,0.542,0.135,7.36551865613904e-05,11,SIRT7
HGSNAT,3.68400071748377e-09,0.463264978210652,0.292,0.044,7.71429750241102e-05,11,HGSNAT
STAT6,3.74333728467002e-09,1.3539210041681,0.417,0.088,7.83854827409903e-05,11,STAT6
BTAF1,4.38382393280089e-09,0.82962633514534,0.417,0.085,9.17972731528505e-05,11,BTAF1
ATOX1,4.83241192924998e-09,0.816270920108052,0.417,0.085,0.000101190705798495,11,ATOX1
ME2,5.52593678180842e-09,0.822819681791033,0.417,0.086,0.000115713116211068,11,ME2
NKTR1,5.58054278554574e-09,1.30436009576377,0.875,0.363,0.000116856565929328,11,NKTR
ZBTB161,6.26696313101247e-09,1.63337552587359,0.333,0.057,0.000131230207963401,11,ZBTB16
THEMIS2,7.42257520452353e-09,1.01330422048981,0.25,0.034,0.000155428724782723,11,THEMIS2
TUBGCP6,8.26710885961369e-09,0.42961001198639,0.25,0.034,0.000173113259520311,11,TUBGCP6
AOAH,1.18332500182665e-08,0.977522766877806,0.333,0.058,0.0002477882553825,11,AOAH
PRKAG2,1.43840196658849e-08,1.36170195777422,0.5,0.13,0.00030120137180363,11,PRKAG2
HECTD4,1.45573598843641e-08,0.935662702567582,0.333,0.061,0.000304831115978585,11,HECTD4
MIS18BP11,1.77742665369923e-08,0.997604112685775,0.542,0.143,0.000372193141284618,11,MIS18BP1
VMP1,2.0189686776586e-08,2.17454863192805,0.417,0.099,0.00042277204110171,11,VMP1
POU2F2,2.62085941220089e-08,3.09345873280059,0.417,0.096,0.000548807960914866,11,POU2F2
OGFRL1,2.92714913949835e-08,1.50706471373002,0.292,0.05,0.000612945029810954,11,OGFRL1
UBXN11,3.68606132377865e-08,0.40368488051357,0.25,0.037,0.00077186124119925,11,UBXN11
TNKS2,4.68996571804286e-08,1.00632917459909,0.417,0.093,0.000982078821358174,11,TNKS2
SNX14,5.12446399916174e-08,0.629338837749862,0.292,0.05,0.00107306276142447,11,SNX14
BACH1,6.67470630046173e-08,0.781045562455655,0.333,0.065,0.00139768349931669,11,BACH1
RGS2,7.56981220381175e-08,2.59503163513811,0.375,0.085,0.00158511867547818,11,RGS2
GPCPD1,7.66598583362428e-08,1.92363146784338,0.417,0.097,0.00160525743356093,11,GPCPD1
PURB,9.1145579426201e-08,1.39378572998656,0.375,0.081,0.00190858843318465,11,PURB
DCTN1,1.37282677648783e-07,0.783207064460239,0.333,0.067,0.00287469926996551,11,DCTN1
AC092338.3,1.43748415314842e-07,0.646706420619695,0.417,0.098,0.00301009181669278,11,AC092338.3
SOD2,1.47158738411572e-07,2.06767736362706,0.542,0.173,0.00308150398233832,11,SOD2
AKNA3,1.55792579576409e-07,2.71535403572783,0.625,0.218,0.00326229661633,11,AKNA
AC003681.1,1.67095483819346e-07,0.403517307756585,0.25,0.04,0.00349897943117711,11,AC003681.1
TGFBR31,1.67676341269883e-07,1.79718258144057,0.375,0.085,0.00351114258619135,11,TGFBR3
JARID2,1.75629370374164e-07,0.64271678026457,0.375,0.082,0.003677679015635,11,JARID2
ATP2B1-AS1,1.8841330341045e-07,1.91987385520223,0.542,0.185,0.00394537457341482,11,ATP2B1-AS1
JAML,1.92806436738362e-07,1.16654867249887,0.375,0.085,0.00403736678530129,11,JAML
GAK,1.93502033968012e-07,1.78363082509148,0.333,0.068,0.00405193259129016,11,GAK
FAM120AOS,2.0457662056348e-07,0.765570003224243,0.417,0.101,0.00428383443459928,11,FAM120AOS
SNX10,2.23762924946114e-07,1.11234175280255,0.25,0.041,0.00468559564837163,11,SNX10
PECAM1,2.44845049608818e-07,0.557435317116244,0.25,0.041,0.00512705533880865,11,PECAM1
MT-ATP82,2.52132390896735e-07,4.78623973469933,0.667,0.269,0.00527965226537763,11,MT-ATP8
TMEM107,2.87442109318588e-07,0.612666791148406,0.375,0.084,0.00601903776913122,11,TMEM107
PHC2,3.19457497412669e-07,0.405981897629311,0.25,0.041,0.00668943999582129,11,PHC2
ATL2,4.30227568448891e-07,0.407180117503132,0.25,0.042,0.00900896528331977,11,ATL2
ABHD2,4.58978807650296e-07,0.397195087026049,0.25,0.042,0.00961101623219721,11,ABHD2
HNRNPA2B11,4.86562940428453e-07,2.35831204780674,0.917,0.715,0.0101886279725718,11,HNRNPA2B1
MYO1F3,4.92115987630121e-07,5.83260840672129,0.625,0.225,0.0103049087809747,11,MYO1F
MYO9B,5.3396077151263e-07,0.629744970028048,0.458,0.122,0.0111811385554745,11,MYO9B
ZNF264,5.63620931985013e-07,0.433051290234509,0.292,0.056,0.0118022223157662,11,ZNF264
HNRNPH11,6.05670072492237e-07,3.17934781840177,0.708,0.301,0.0126827313179874,11,HNRNPH1
CD74,6.5428835262843e-07,12.0283870267229,0.667,0.279,0.0137007981040393,11,CD74
RC3H1,6.85885661137794e-07,1.10977420078617,0.333,0.073,0.0143624457442254,11,RC3H1
NAMPT,7.12123271939057e-07,1.96345783697776,0.292,0.06,0.0149118613144039,11,NAMPT
CCNY,7.50895749911852e-07,0.782562318943661,0.375,0.09,0.0157237570031542,11,CCNY
CCDC144A,8.02702694906263e-07,0.72188467417638,0.292,0.058,0.0168085944313371,11,CCDC144A
ZNF2071,8.1878506599931e-07,1.68761189636825,0.583,0.193,0.0171453592820256,11,ZNF207
RRBP11,1.17459047287931e-06,2.15237336308974,0.375,0.097,0.0245959245020927,11,RRBP1
DGKD,1.27014641074096e-06,1.48042231605964,0.417,0.115,0.0265968658409157,11,DGKD
CHD6,1.36224947886203e-06,0.707919288582677,0.5,0.15,0.028525504087371,11,CHD6
FMNL13,1.44315727245884e-06,2.19286509408734,0.625,0.245,0.030219713285288,11,FMNL1
FBRSL1,1.5455716710944e-06,0.395338576944057,0.25,0.045,0.0323642707927167,11,FBRSL1
SGK3,1.68368803954588e-06,0.58992811446172,0.292,0.06,0.0352564275480907,11,SGK3
KDM5B,1.82889644091606e-06,0.71637810892813,0.375,0.094,0.0382970914727823,11,KDM5B
NFATC2IP,2.06734224858726e-06,1.0017168434869,0.458,0.14,0.0432901466854172,11,NFATC2IP
ATG2A,2.22605419787459e-06,0.971470183474018,0.375,0.098,0.0466135749034938,11,ATG2A
TFRC,2.27432025407601e-06,0.57188554593142,0.25,0.047,0.0476242661203517,11,TFRC
IQSEC1,2.49432946845142e-06,0.748745093473992,0.333,0.078,0.0522312590693727,11,IQSEC1
CELF1,2.62280564261164e-06,0.608617978021732,0.417,0.113,0.0549215501562878,11,CELF1
RNF2133,2.97094352430915e-06,6.35647565796218,0.875,0.495,0.0622115573990337,11,RNF213
UBR5,2.98520225848589e-06,1.27833749443301,0.375,0.101,0.0625101352926945,11,UBR5
CLTC,3.07516362047576e-06,0.742123020231274,0.333,0.079,0.0643939262127625,11,CLTC
VEZT,3.10942480555488e-06,0.421942273478713,0.292,0.061,0.0651113554283193,11,VEZT
ASAH1,3.20150355578685e-06,1.7809689085044,0.375,0.104,0.0670394844581766,11,ASAH1
GALNT11,3.26362653229536e-06,0.606082351761929,0.333,0.078,0.0683403395862648,11,GALNT11
PILRB,3.26956552168058e-06,0.409607123505251,0.292,0.061,0.0684647020239913,11,PILRB
VAV3,3.43932308045889e-06,0.368864042268127,0.333,0.077,0.0720194253048091,11,VAV3
SLC35E1,3.88265828631098e-06,0.56788738010361,0.25,0.048,0.0813028645153518,11,SLC35E1
ADCY7,3.94130282496942e-06,0.733858723554693,0.25,0.049,0.0825308811548596,11,ADCY7
SLCO3A1,4.19637501580238e-06,1.09602000470868,0.292,0.064,0.0878720928309019,11,SLCO3A1
MARK2,4.4926349188428e-06,0.750208354628524,0.333,0.081,0.0940757752005682,11,MARK2
NUP58,4.52077076530275e-06,0.568207565446845,0.25,0.049,0.0946649398254397,11,NUP58
BID,4.76857788224786e-06,0.422270082714241,0.333,0.079,0.0998540208542702,11,BID
CHD8,4.89965431653013e-06,0.713087625281242,0.417,0.119,0.102598761388141,11,CHD8
S1PR5,4.90478403400223e-06,0.353569815752318,0.25,0.048,0.102706177672007,11,S1PR5
FERMT3,4.91734489820744e-06,0.55727059420553,0.417,0.116,0.102969202168464,11,FERMT3
MED13,5.13350615435759e-06,0.586501803726957,0.375,0.098,0.107495618872248,11,MED13
PDZD8,5.19328224735039e-06,0.572371371533706,0.292,0.064,0.108747330259517,11,PDZD8
IVNS1ABP,5.29395756066588e-06,1.0327746089675,0.417,0.127,0.110855471320343,11,IVNS1ABP
PRKCSH,5.94335349139351e-06,0.602395288878603,0.417,0.118,0.12445382210978,11,PRKCSH
EHBP1L1,6.44428282044545e-06,1.09679413767557,0.292,0.066,0.134943282260128,11,EHBP1L1
APLP2,6.74744575824268e-06,8.02391834401518,0.375,0.11,0.141291514177602,11,APLP2
SCAMP4,6.7726577486003e-06,0.556073703557643,0.25,0.05,0.14181945325569,11,SCAMP4
EXOC5,6.79219197794112e-06,0.371685881458432,0.25,0.049,0.142228500018087,11,EXOC5
WAPL,7.2358578641098e-06,0.803904769059968,0.458,0.145,0.151518863674459,11,WAPL
ITCH,8.45517693661353e-06,0.405392909162049,0.292,0.065,0.177051405052687,11,ITCH
ANKRD111,9.79390957218e-06,1.56508756148898,0.75,0.348,0.205084466441449,11,ANKRD11
FBXO7,1.07353903659357e-05,1.03324224111204,0.417,0.125,0.224799074262694,11,FBXO7
MIDN,1.07448985375774e-05,1.00451605716323,0.417,0.124,0.224998175376871,11,MIDN
ITSN2,1.08434218930442e-05,2.83375209811177,0.458,0.148,0.227061254440345,11,ITSN2
XIST1,1.0900305499532e-05,2.97914669434799,0.625,0.298,0.228252397160199,11,XIST
SPAG9,1.1248267057831e-05,0.958647251290837,0.458,0.145,0.235538712190981,11,SPAG9
DENND11,1.17937163224909e-05,0.375874487267674,0.25,0.051,0.24696041979296,11,DENND11
AGTPBP1,1.18011374194939e-05,0.580593536152856,0.333,0.085,0.247115817564202,11,AGTPBP1
ZNF518A,1.19515740067706e-05,0.948368752798649,0.292,0.068,0.250265959701777,11,ZNF518A
MBNL11,1.28174776752879e-05,3.37009819007228,0.833,0.481,0.268397982520528,11,MBNL1
RNF149,1.3456623201704e-05,0.791229004567456,0.417,0.128,0.281781689843682,11,RNF149
RAB3GAP2,1.35723215441425e-05,0.727567787889164,0.292,0.069,0.284204413134343,11,RAB3GAP2
GABARAPL1,1.4915855593188e-05,0.665410479476854,0.375,0.106,0.312338016121356,11,GABARAPL1
WASHC4,1.50634728384618e-05,0.720547569166022,0.25,0.054,0.31542912123739,11,WASHC4
ERCC5,1.5243550716997e-05,0.923070479618142,0.417,0.125,0.319199952013918,11,ERCC5
QKI1,1.65942775150013e-05,1.71668798530814,0.417,0.14,0.347484171164127,11,QKI
PLEKHA2,1.69980747878133e-05,0.920673244662064,0.375,0.105,0.355939686056811,11,PLEKHA2
SP3,1.70157781552746e-05,1.44818277277887,0.458,0.16,0.35631039457145,11,SP3
FOSB2,1.78520081300418e-05,0.818085822681915,0.833,0.435,0.373821050243075,11,FOSB
DSTYK,1.85984170043337e-05,0.706018241273386,0.25,0.054,0.389450852070748,11,DSTYK
PTBP31,1.87469050173868e-05,0.510063183988297,0.542,0.193,0.392560191064079,11,PTBP3
DDHD1,2.08324430609741e-05,0.884372758823581,0.417,0.134,0.436231357696797,11,DDHD1
OGFR,2.10730398710543e-05,0.58512845302977,0.333,0.088,0.441269454899877,11,OGFR
TGIF1,2.30067985228482e-05,0.365414854116104,0.25,0.054,0.481762361068441,11,TGIF1
BIRC6,2.48659269047598e-05,0.841816458399265,0.5,0.186,0.52069250938567,11,BIRC6
ZFAND3,2.50457891301345e-05,0.566456224115691,0.292,0.071,0.524458824385017,11,ZFAND3
JOSD1,2.62696717399658e-05,1.43737569029936,0.542,0.198,0.550086926234884,11,JOSD1
SLC30A9,2.6514691181128e-05,0.365674222616809,0.25,0.054,0.55521763333282,11,SLC30A9
AP1S2,2.66265046292276e-05,2.33085324858617,0.333,0.093,0.557559006936025,11,AP1S2
ADGRE52,2.8067858067556e-05,1.24678680303829,0.542,0.223,0.587740947934623,11,ADGRE5
TNFSF101,2.81237625796763e-05,0.40322370199161,0.333,0.09,0.588911588418421,11,TNFSF10
SLC20A1,2.93079028978433e-05,0.357681244737087,0.292,0.071,0.613707486680839,11,SLC20A1
OGA2,3.27739212570375e-05,2.17455069267049,0.5,0.202,0.686285911122365,11,OGA
DOCK81,3.34717805278727e-05,1.40585702789536,0.542,0.223,0.700899084253654,11,DOCK8
MAPRE2,3.42143551659207e-05,0.696557047331371,0.333,0.092,0.71644859717438,11,MAPRE2
CUL4A,3.46547818085846e-05,1.0749712534331,0.25,0.057,0.725671131071761,11,CUL4A
ERC1,3.71571289998758e-05,0.934642893052366,0.292,0.073,0.778070281257399,11,ERC1
CREBBP,3.75819911259477e-05,1.82115442089512,0.417,0.137,0.786966894177345,11,CREBBP
MON2,3.92902581486125e-05,0.385388901983554,0.292,0.072,0.822738005631946,11,MON2
MAP3K82,3.94481076466098e-05,2.68105569046526,0.333,0.1,0.826043374120009,11,MAP3K8
MED13L,4.15609683093892e-05,1.37462426596233,0.417,0.141,0.870286676398609,11,MED13L
TBC1D2B,4.31924563489852e-05,0.943888377125455,0.292,0.074,0.904450035947749,11,TBC1D2B
GOLGA3,4.35163446412232e-05,0.382911378784537,0.333,0.09,0.911232256787215,11,GOLGA3
PPP1R15B,4.37676654467678e-05,1.0764762181725,0.417,0.141,0.916494914455318,11,PPP1R15B
OSBP,4.55284941611198e-05,0.384747413552174,0.292,0.073,0.953366667733849,11,OSBP
PPP1R35,4.85563538336825e-05,0.411028428269533,0.375,0.111,1,11,PPP1R35
STIM2,4.9376322212501e-05,0.47918484193559,0.458,0.154,1,11,STIM2
DNAJB141,4.98454575620886e-05,0.958631091766479,0.5,0.189,1,11,DNAJB14
RNF1151,5.18955514428448e-05,3.78660019849855,0.417,0.134,1,11,RNF115
MT-ND2,5.27695131276978e-05,10.578619957783,1,0.982,1,11,MT-ND2
AKT2,5.36762134135833e-05,0.558488426560137,0.292,0.075,1,11,AKT2
ZYX,5.46293273835671e-05,0.933811300133192,0.292,0.075,1,11,ZYX
SART1,5.68418216151006e-05,0.362141336183714,0.25,0.057,1,11,SART1
SMS,5.72970402521633e-05,0.370725242291741,0.292,0.074,1,11,SMS
GPATCH81,6.24886307608221e-05,0.856640139957369,0.5,0.188,1,11,GPATCH8
VIRMA,6.37964761142721e-05,0.371895939936278,0.292,0.075,1,11,VIRMA
GTF2I1,6.38772315872534e-05,2.47733749440015,0.5,0.184,1,11,GTF2I
SLMAP,6.66125877235306e-05,0.699566186755852,0.25,0.06,1,11,SLMAP
PLCL2,7.21033546760966e-05,1.20098359935886,0.375,0.124,1,11,PLCL2
ASH1L1,7.27569580851463e-05,1.15637358974982,0.542,0.227,1,11,ASH1L
MYO1G1,7.29393895838599e-05,1.15758649219334,0.458,0.165,1,11,MYO1G
EMC3,7.39378783570381e-05,1.64518301426845,0.375,0.125,1,11,EMC3
FAM172A,7.60390628594816e-05,0.396450293320795,0.375,0.114,1,11,FAM172A
HNRNPU,7.66411976745781e-05,14.4323431872412,0.792,0.546,1,11,HNRNPU
ARAP24,7.82167397444217e-05,0.374276529120473,0.458,0.157,1,11,ARAP2
TRIM33,7.87303361936107e-05,0.379481120467149,0.375,0.114,1,11,TRIM33
IFT57,8.19184973564642e-05,0.372290610636756,0.292,0.076,1,11,IFT57
HNRNPD,8.49643362857454e-05,1.57934462626988,0.708,0.376,1,11,HNRNPD
ACTN42,8.6544188233637e-05,0.916213087127397,0.417,0.142,1,11,ACTN4
CTSS1,8.77286906860663e-05,10.2169185615864,0.5,0.227,1,11,CTSS
BRI3,8.79032422279091e-05,2.68903402579948,0.5,0.213,1,11,BRI3
SORL11,9.08283487019903e-05,1.46583479108827,0.583,0.268,1,11,SORL1
DOCK10,9.49087505020195e-05,0.601835235585392,0.5,0.203,1,11,DOCK10
